Player,CC Player ID,Current Team,Teams,Playing Role,Batting Style,Bowling Style
Ester Expedito,1802938,Moro Women Combine,"Moro Women Combine,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Gift Adam,1802945,Morogoro Girls U19,"Kilimanjaro Queens,Morogoro Girls U19,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Hawa Salum,1802936,Moro Women Combine,"Moro Women Combine,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Malizia Salum,1802937,Sua Queens,"Mount Meru Queens,Moro Women Combine,Sua Queens,Uluguru Stars,TCA Women",All Rounder,Right Handed Batter,Right Arm Medium
Mwajabu Hussein,1802940,Morogoro Stars,"Moro Women Combine,Ngorongoro Queens,Morogoro Stars,Sua Queens,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Sheila Shamte,1802941,Sua Queens,"Moro Women Combine,Usambara Queens,Sua Queens,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Zulfa Hussein,1802943,Kilimanjaro Girls,"Moro Women Combine,Usambara Queens,Morogoro Girls U19,Uluguru Stars,Morogoro Stars,Kilimanjaro Girls,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Aisha Juma,1850807,DSM Women,"Ngorongoro Queens,Simba Queens,Tanga Women Combine,DSM Women,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Amina Bakary,1803352,Tanga Girls U19,"Korogwe Girls,Tanga Girls U19,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Amur,1828821,Moro Stars,"Moro Stars,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Jenipher Gabriel,1803349,Tarangire Girls,"Mount Meru Queens,Tanga Women Combine,Ngorongoro Queens,Tanga Girls U19,Simba Queens,TCA WOMEN,Kilimanjaro Girls,Tarangire Girls,Tanga U17 Girls,TCA Women,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanaidi Ismail,1803354,Twiga Queens,"Twiga Queens,Tanga Women Combine,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanakombo Mohamedi,1850771,Macechu Girls,"Twiga Girls,Macechu Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanini Ahmed,1803356,Ngorongoro Queens,"Ngorongoro Queens,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mysara Mussa,1804136,Twiga Girls,Twiga Girls,All Rounder,Right Handed Batter,Right Arm Medium
Nasra Nassoro,2052763,Tanga Women Combine,"Tanga Women Combine,TCA Women,Twiga Girls,TCA WOMEN",All Rounder,Right Handed Batter,Right Arm Medium
Sabrina Ibrahimu,1803353,Macechu Girls,"Twiga Girls,Macechu Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sada Miraji,1803350,Twiga Girls,Twiga Girls,All Rounder,Right Handed Batter,Right Arm Medium
Saidat Simba,1803355,Ruaha Girls,"Tanga Women Combine,Twiga Queens,Tanga Girls U19,Ruaha Girls,Macechu Girls,Serengeti Girls,Tanga U17 Girls,Tca Women Combine,TCA Women,Simba Queens,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sharifa Iddi,1803351,Tanga Women Combine,"Tca Women Combine,Tanga Women Combine,Korogwe Girls,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Swaumu Deo,1803348,Ruaha Girls,"Kilimanjaro Queens,Tanga Women Combine,Korogwe Girls,Twiga Girls,Ruaha Girls,Ngorongoro Girls,Tca Women Combine",All Rounder,Right Handed Batter,Right Arm Medium
Swaumu Godfrey,1803347,Tanga Women Combine,"Kilimanjaro Queens,Tanga Women Combine,TCA WOMEN,Macechu Girls,Tca Women Combine,TCA Women,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Agness Joseph Qwele,1828628,Tarangire Girls,"Serengeti Girls,Arusha Women Combine,Tca Women Combine,Kilumeru Girls,Giraffe Women,Tarangire Girls",All Rounder,Right Handed Batter,Right Arm Medium
Aisha Mohamed,1828627,Lioness Women,"Mount Meru Queens,Arusha Women Combine,Tca Women Combine,Kilumeru Girls,Lioness Women",All Rounder,Right Handed Batter,Right Arm Medium
Anna Joseph,1828633,Kilumeru Girls,Kilumeru Girls,All Rounder,Right Handed Batter,Right Arm Medium
Cecilia Tabian,1828635,Kilumeru Girls,Kilumeru Girls,All Rounder,Right Handed Batter,Right Arm Medium
Emakulata Mohamed,1828632,Kilumeru Girls,Kilumeru Girls,All Rounder,Right Handed Batter,Right Arm Medium
Englide Geofrey,1828636,Ruaha Girls,"Arusha Women Combine,Kilumeru Girls,Arusha Girls U19,Giraffe Women,Kilimanjaro Girls,Ruaha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Getrude Mushi,1828626,Rhino Women,"Mount Meru Queens,Arusha Women Combine,Tca Women Combine,TCA Women,Kilumeru Girls,Rhino Women",All Rounder,Right Handed Batter,Right Arm Medium
Joan Jackson,1844754,Tarangire Girls,"Serengeti Girls,Ngorongoro Queens,Arusha Girls U19,Lioness Women,Tarangire Girls,Kilumeru Girls",All Rounder,Right Handed Batter,Right Arm Medium
Josephina Ulirk,1828630,Tarangire Girls,"Arusha Women Combine,Tca Women Combine,TCA Women,Kilumeru Girls,Arusha Girls U19,Lioness Women,Kilimanjaro Girls,Tarangire Girls",All Rounder,Right Handed Batter,Right Arm Medium
Linda Justine,1828625,Lioness Women,"Arusha Women Combine,Kilumeru Girls,Lioness Women",All Rounder,Right Handed Batter,Right Arm Medium
Lisa Emson,1828629,Arusha Women Combine,"Arusha Women Combine,Kilumeru Girls",All Rounder,Right Handed Batter,Right Arm Medium
Marry Justine,1828634,Ruaha Girls,"Kilumeru Girls,Arusha Girls U19,Rhino Women,Ruaha Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sabrina Salim,1828631,Rhino Women,"Serengeti Girls,Arusha Women Combine,Dar Girls U19,Tca Women Combine,Kilumeru Girls,Rhino Women",All Rounder,Right Handed Batter,Right Arm Medium
Anastazia Charles,1844753,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Anna Charles,1845333,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Annajoyce Slynesta,1802950,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Elizabeth Leonard,1802951,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Ester James,1802956,Mwanza Girls U19,"Nyanza Queens,Sua Academy,Morogoro Stars,Mwanza Girls U19",All Rounder,Right Handed Batter,Right Arm Medium
Halima Halfan,1802955,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Lemy Mkina,1802947,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Lonsina Seperatus,1802949,Ngorongoro Queens,"Nyanza Queens,Ngorongoro Queens",All Rounder,Right Handed Batter,Right Arm Medium
Maria Peter,1802957,Serengeti Girls,"Nyanza Queens,Serengeti Girls,Mwanza Girls U19",All Rounder,Right Handed Batter,Right Arm Medium
Mariam Juma,1802954,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Mariam Mwesiga,1802953,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Merry Emmanuel,1844752,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Mwamvita Mwisiga,1802952,Mwanza Girls U19,"Nyanza Queens,Mount Meru Queens,Mwanza Girls U19",All Rounder,Right Handed Batter,Right Arm Medium
Nasra Shabani,1802959,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Steve Tikolo,1855110,LEGENDS,"Alliance Stars,Dar Tigers,LEGENDS",All Rounder,Right Handed Batter,Right Arm Off Spin
Mudassar Mohd,1888526,Gp,Gp,All Rounder,Right Handed Batter,Right Arm Medium
Muhammad Mudasser,1877655,Harab Motors Pak Stars,"Harab Motors Pak Stars,Gp,Flashnet Pak Stars,Pak Stars,Pak Stars A",All Rounder,Right Handed Batter,Right Arm Medium
Julen Punjani,1855585,Sklpsc B,"Sklpsc B,Sklpsc",All Rounder,Right Handed Batter,Right Arm Medium
Avinash Kerai,488779,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Ramesh Samji Rabadiya,1856384,Estim B,"Estim B,Estim A,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Naresh Katike,1885889,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Sapan Gandhi,1885890,Sandy's Super Strikers,Sandy's Super Strikers,All Rounder,Right Handed Batter,Right Arm Medium
Vasudeva Bissangari,1885888,Sandy's Super Strikers,"Sandy's Super Strikers,K&p Constructions",All Rounder,Right Handed Batter,Right Arm Medium
Krishna Kumar,1855583,Caravans B,"Caravans B,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Vinod Vijayan,1855584,Caravans D,"Caravans B,Caravans D,Caravans C,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Syed Mohamed Hyder,1867811,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Brayan,1862280,Tanga Academy U18,"Tca Development,Tanga Academy U18",All Rounder,Right Handed Batter,Right Arm Medium
Devan Bhavin,1860961,Lions Leo,"Tca Development,TCA Dar Combine,Lions CC,Kaon Lions,Lions Leo,Dar Combine,Selous Smashers",All Rounder,Right Handed Batter,Right Arm Medium
Allen Julius,1865188,Tanga Boys,"Tembo Warriors,Tanga Academy U18,Tanga Boys",All Rounder,Right Handed Batter,Right Arm Medium
Amne Nasri,1876421,Tembo Warriors,"Tca Women Combine,Tembo Warriors,Academy Girls,Dar Women Combine,Mchanganyiko Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwajuma Matheo,1877066,Tarangire Girls,"Dar Women Combine,Tembo Warriors,Ngorongoro Queens,Dar Girls U19,Academy Girls,Tca Women Combine,DSM Women,Tarangire Girls,Mchanganyiko Girls",All Rounder,Right Handed Batter,Right Arm Medium
Catherine Joseph,1876768,Giraffe Women,"Arusha Girls,Arusha Girls U19,Giraffe Women",All Rounder,Right Handed Batter,Right Arm Medium
Farida Amiry,1876769,Ruaha Girls,"Mount Meru Queens,Arusha Women Combine,Arusha Girls,Arusha Girls U19,Lioness Women,Ruaha Girls,Ngorongoro Girls",All Rounder,Right Handed Batter,Right Arm Medium
Glory Cleth,1876767,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Halima Tarimo,1876766,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Justina John,1876770,Arusha Girls,Arusha Girls,All Rounder,Right Handed Batter,Right Arm Medium
Maria Mkina,1876653,Nyanza Queens,Nyanza Queens,All Rounder,Right Handed Batter,Right Arm Medium
Mwajabu Athumani,1876765,Tarangire Girls,"Tanga U17 Girls,Ngorongoro Queens,Tanga Girls U19,Simba Queens,Twiga Queens,Tanga Women Combine,Twiga Girls,Kilimanjaro Girls,Tarangire Girls",All Rounder,Right Handed Batter,Right Arm Medium
Mwanahamisi Nduni,1877174,Twiga Queens,"Uluguru Stars,Simba Queens,Twiga Queens",All Rounder,Right Handed Batter,Right Arm Medium
Prisca Leonard,1876438,Moro Women Combine,"Moro Women Combine,Sua Queens",All Rounder,Right Handed Batter,Right Arm Medium
Fatuma Mwangome,1876778,Twiga Girls,Twiga Girls,All Rounder,Right Handed Batter,Right Arm Medium
Halima Mohamed,1876688,Tanga Women Combine,"Tanga Women Combine,Korogwe Girls,Macechu Girls,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Sunnat Shabani,1876689,Tanga Women Combine,"Ngorongoro Queens,Tanga Women Combine,Twiga Girls",All Rounder,Right Handed Batter,Right Arm Medium
Jennifer Chasamu,1876643,Uluguru Stars,Uluguru Stars,All Rounder,Right Handed Batter,Right Arm Medium
Perice Zakayo,1876644,DSM Women,"Moro Women Combine,Simba Princess,Usambara Queens,DSM Women,TCA WOMEN,Tca Women Combine,Dar Women Combine,Morogoro Stars,Uluguru Stars",All Rounder,Right Handed Batter,Right Arm Medium
Murtaza Alam,1908674,Dar Tigers,"Dar Black Panthers,Dar Tigers",All Rounder,Right Handed Batter,Right Arm Medium
Sandeep Kumar Punia,1908676,Dar Indian Titans,"Dar Black Panthers,Dar Indian Titans",All Rounder,Right Handed Batter,Right Arm Medium
Bhagat Singh Sundara Raj,1884964,Dar Indian Titans,"Tamil Nadu Sports Club,Gupta Upanga SC - B,Dar Indian Titans",All Rounder,Right Handed Batter,Right Arm Medium
Karl Marx,1884963,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Raja Pandian Subramaniam,1884965,Tamil Nadu Sports Club,Tamil Nadu Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Abhijit Js,1965864,Caravans B,"Caravans B,Alaf Aces,Alaf Aces B,Aruti Aces B,RAS Logistics Caravans B,Caravans",All Rounder,Right Handed Batter,Right Arm Medium
Nitesh Shetty,2010560,Aces B,"Aces B,Aruti Aces B,Alaf Aces,Alaf Aces B,Aces A",All Rounder,Right Handed Batter,Right Arm Medium
Omary Ramadhani,2005357,Delaware Upanga SC,"Gupta Upanga SC - B,Morogoro Boys U17,Morogoro Boys U18,Alaf Aces B,Moro Stars,Morogoro Stars,Moro U17,Upanga Sports Club,Gupta Upanga SC - A,Upanga SC - B,G1 Buffalo Blasters,Morogoro Boys,Aruti Aces,Moro Boys U17,Serengeti Boys,Azania Bank Upanga SC,Alaf Aces,EMPERORS,Delaware Upanga SC - A,Delaware Upanga SC,Black & Decker Upanga",All Rounder,Right Handed Batter,Right Arm Medium
Salim Nurdin Abdulali,2056073,Horizon Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Taha Seiffudin,2090849,Horizon Annadil Burhani,"Annadil Burhani,Horizon Annadil Burhani",All Rounder,Right Handed Batter,Right Arm Medium
Micheal Chado,1951880,Gymkhana B,"Gymkhana B,Dcc,Dcc B",All Rounder,Right Handed Batter,Right Arm Medium
Pafrod Anacet,2013269,Delaware Upanga SC,"Dar Tigers,Pak Stars,Kinondoni Boys U18,Tembo Stars,Delaware Twiga Titans,CTV Royal Rhinos,Harab Motors Pak Stars,KINGS,Flashnet Pak Stars,TCA BOYS U19,Delaware Upanga SC - A,Delaware Upanga SC,Dar Combine,Tembo Rangers",All Rounder,Right Handed Batter,Right Arm Medium
Amar Shangvi,1884951,Gymkhana,"NTS Bosch Gymkhana,Gymkhana,JiuZhou Gymkhana,Karibu Tanzanite DCC,DTB Gymkhana,Rhino Challengers",All Rounder,Right Handed Batter,Right Arm Medium
Gagan Alag,1884949,Gymkhana,"NTS Bosch Gymkhana,JiuZhou Gymkhana,Gymkhana B,Gymkhana,DTB Gymkhana,Twiga Masters",All Rounder,Right Handed Batter,Left Arm Medium
Mohit Jani,1884950,Gymkhana,"Gymkhana B,NTS Bosch Gymkhana,Gymkhana",All Rounder,Right Handed Batter,Right Arm Medium
Raj Kakkad,1942347,Gymkhana B,"Gymkhana B,NTS Bosch Gymkhana,Gymkhana",All Rounder,Right Handed Batter,Right Arm Medium
Vishal Kara,1884948,Gymkhana,"Gymkhana B,NTS Bosch Gymkhana,Gymkhana",All Rounder,Right Handed Batter,Right Arm Off Spin
Saidi Hamisi,1911964,Sklpsc,"Sklpsc,Honest Logistics Sklpsc",All Rounder,Right Handed Batter,Right Arm Medium
Yalinde Maurice,1911963,Alliance Caravans,"Sklpsc,Honest Logistics Sklpsc,Union Sports Club,Caravans,Alliance Caravans,Tanzania,Reliance Simba Kings,Ashton Buffalo Blasters",All Rounder,Right Handed Batter,Right Arm Medium
Yash Navin Dabasiya,1885870,Sklpsc B,"Ruaha Titans,Sklpsc,Sklpsc B,Honest Logistics Sklpsc,Ateme Sklpsc",All Rounder,Right Handed Batter,Right Arm Medium
Mohamedabbas Somji,1885909,Union Sports Club,Union Sports Club,All Rounder,Right Handed Batter,Right Arm Medium
Arvind Pachani,1887955,Estim B,"Estim,Estim B",All Rounder,Right Handed Batter,Right Arm Medium
Bhavesh Pindoriya,1953159,Estim B,"Estim A,Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Bhimji Vekariya,1953158,Estim A,"Pigabet Estim,Estim A,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Jagdish Vekariya,1887957,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Kanti Kerai,1887959,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Mahesh Varsani,1887956,Estim B,"Estim B,Estim A,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Rajesh Mepani,1887958,Estim B,"Estim B,Estim",All Rounder,Right Handed Batter,Right Arm Medium
Honey Ramchandani,1885867,Lions Cricket Club,"Lions Cricket Club,Lions CC",All Rounder,Right Handed Batter,Right Arm Medium
